pasillo,columna,ubicacion
2.0,1.0,B0102R
2.0,1.0,B0103F
2.0,1.0,B0103R
2.0,1.0,B0104F
2.0,1.0,B0104R
2.0,1.0,B0105F
2.0,1.0,B0105R
2.0,2.0,B0201F
2.0,2.0,B0201R
2.0,2.0,B0202F
2.0,2.0,B0202R
2.0,2.0,B0203F
2.0,2.0,B0203R
2.0,2.0,B0204F
2.0,2.0,B0204R
2.0,2.0,B0205F
2.0,2.0,B0205R
2.0,3.0,B0301F
2.0,3.0,B0301R
2.0,3.0,B0302F
2.0,3.0,B0302R
2.0,3.0,B0303F
2.0,3.0,B0303R
2.0,3.0,B0304F
2.0,3.0,B0304R
2.0,3.0,B0305F
2.0,3.0,B0305R
2.0,4.0,B0401F
2.0,4.0,B0401R
2.0,4.0,B0402F
2.0,4.0,B0402R
2.0,4.0,B0403F
2.0,4.0,B0403R
2.0,4.0,B0404F
2.0,4.0,B0404R
2.0,4.0,B0405F
2.0,4.0,B0405R
2.0,5.0,B0501F
2.0,5.0,B0501R
2.0,5.0,B0502F
2.0,5.0,B0502R
2.0,5.0,B0503F
2.0,5.0,B0503R
2.0,5.0,B0504F
2.0,5.0,B0504R
2.0,5.0,B0505F
2.0,5.0,B0505R
2.0,6.0,B0601F
2.0,6.0,B0601R
2.0,6.0,B0602F
2.0,6.0,B0602R
2.0,6.0,B0603F
2.0,6.0,B0603R
2.0,6.0,B0604F
2.0,6.0,B0604R
2.0,6.0,B0605F
2.0,6.0,B0605R
2.0,7.0,B0701F
2.0,7.0,B0701R
2.0,7.0,B0702F
2.0,7.0,B0702R
2.0,7.0,B0703F
2.0,7.0,B0703R
2.0,7.0,B0704F
2.0,7.0,B0704R
2.0,7.0,B0705F
2.0,7.0,B0705R
2.0,8.0,B0801F
2.0,8.0,B0801R
2.0,8.0,B0802F
2.0,8.0,B0802R
2.0,8.0,B0803F
2.0,8.0,B0803R
2.0,8.0,B0804F
2.0,8.0,B0804R
2.0,8.0,B0805F
2.0,8.0,B0805R
2.0,9.0,B0901F
2.0,9.0,B0901R
2.0,9.0,B0902F
2.0,9.0,B0902R
2.0,9.0,B0903F
2.0,9.0,B0903R
2.0,9.0,B0904F
2.0,9.0,B0904R
2.0,9.0,B0905F
2.0,9.0,B0905R
2.0,10.0,B1001F
2.0,10.0,B1001R
2.0,10.0,B1002F
2.0,10.0,B1002R
2.0,10.0,B1003F
2.0,10.0,B1003R
2.0,10.0,B1004F
2.0,10.0,B1004R
2.0,10.0,B1005F
2.0,10.0,B1005R
2.0,11.0,B1101F
2.0,11.0,B1101R
2.0,11.0,B1102F
2.0,11.0,B1102R
2.0,11.0,B1103F
2.0,11.0,B1103R
2.0,11.0,B1104F
2.0,11.0,B1104R
2.0,11.0,B1105F
2.0,11.0,B1105R
2.0,12.0,B1201F
2.0,12.0,B1201R
2.0,12.0,B1202F
2.0,12.0,B1202R
2.0,12.0,B1203F
2.0,12.0,B1203R
2.0,12.0,B1204F
2.0,12.0,B1204R
2.0,12.0,B1205F
2.0,12.0,B1205R
2.0,13.0,B1301F
2.0,13.0,B1301R
2.0,13.0,B1302F
2.0,13.0,B1302R
2.0,13.0,B1303F
2.0,13.0,B1303R
2.0,13.0,B1304F
2.0,13.0,B1304R
2.0,13.0,B1305F
2.0,13.0,B1305R
2.0,14.0,B1401F
2.0,14.0,B1401R
2.0,14.0,B1402F
2.0,14.0,B1402R
2.0,14.0,B1403F
2.0,14.0,B1403R
2.0,14.0,B1404F
2.0,14.0,B1404R
2.0,14.0,B1405F
2.0,14.0,B1405R
2.0,15.0,B1501F
2.0,15.0,B1501R
2.0,15.0,B1502F
2.0,15.0,B1502R
2.0,15.0,B1503F
2.0,15.0,B1503R
2.0,15.0,B1504F
2.0,15.0,B1504R
2.0,15.0,B1505F
2.0,15.0,B1505R
2.0,16.0,B1601F
2.0,16.0,B1601R
2.0,16.0,B1602F
2.0,16.0,B1602R
2.0,16.0,B1603F
2.0,16.0,B1603R
2.0,16.0,B1604F
2.0,16.0,B1604R
2.0,16.0,B1605F
2.0,16.0,B1605R
2.0,17.0,B1701F
2.0,17.0,B1701R
2.0,17.0,B1702F
2.0,17.0,B1702R
2.0,17.0,B1703F
2.0,17.0,B1703R
2.0,17.0,B1704F
2.0,17.0,B1704R
2.0,17.0,B1705F
2.0,17.0,B1705R
2.0,18.0,B1801F
2.0,18.0,B1801R
2.0,18.0,B1802F
2.0,18.0,B1802R
2.0,18.0,B1803F
2.0,18.0,B1803R
2.0,18.0,B1804F
2.0,18.0,B1804R
2.0,18.0,B1805F
2.0,18.0,B1805R
2.0,1.0,C0101F
2.0,1.0,C0102F
2.0,1.0,C0103F
2.0,1.0,C0104F
2.0,1.0,C0105F
2.0,2.0,C0201F
2.0,2.0,C0202F
2.0,2.0,C0203F
2.0,2.0,C0204F
2.0,2.0,C0205F
2.0,3.0,C0301F
2.0,3.0,C0302F
2.0,3.0,C0303F
2.0,3.0,C0304F
2.0,3.0,C0305F
2.0,4.0,C0401F
2.0,4.0,C0402F
2.0,4.0,C0403F
2.0,4.0,C0404F
2.0,4.0,C0405F
2.0,5.0,C0501F
2.0,5.0,C0502F
2.0,5.0,C0503F
2.0,5.0,C0504F
2.0,5.0,C0505F
2.0,6.0,C0601F
2.0,6.0,C0602F
2.0,6.0,C0603F
2.0,6.0,C0604F
2.0,6.0,C0605F
2.0,7.0,C0701F
2.0,7.0,C0702F
2.0,7.0,C0703F
2.0,7.0,C0704F
2.0,7.0,C0705F
2.0,8.0,C0801F
2.0,8.0,C0802F
2.0,8.0,C0803F
2.0,8.0,C0804F
2.0,8.0,C0805F
2.0,9.0,C0901F
2.0,9.0,C0902F
2.0,9.0,C0903F
2.0,9.0,C0904F
2.0,9.0,C0905F
2.0,10.0,C1001F
2.0,10.0,C1002F
2.0,10.0,C1003F
2.0,10.0,C1004F
2.0,10.0,C1005F
2.0,11.0,C1101F
2.0,11.0,C1102F
2.0,11.0,C1103F
2.0,11.0,C1104F
2.0,11.0,C1105F
2.0,12.0,C1201F
2.0,12.0,C1202F
2.0,12.0,C1203F
2.0,12.0,C1204F
2.0,12.0,C1205F
2.0,13.0,C1301F
2.0,13.0,C1302F
2.0,13.0,C1303F
2.0,13.0,C1304F
2.0,13.0,C1305F
2.0,14.0,C1401F
2.0,14.0,C1402F
2.0,14.0,C1403F
2.0,14.0,C1404F
2.0,14.0,C1405F
2.0,15.0,C1501F
2.0,15.0,C1502F
2.0,15.0,C1503F
2.0,15.0,C1504F
2.0,15.0,C1505F
2.0,16.0,C1601F
2.0,16.0,C1602F
2.0,16.0,C1603F
2.0,16.0,C1604F
2.0,16.0,C1605F
2.0,17.0,C1701F
2.0,17.0,C1702F
2.0,17.0,C1703F
2.0,17.0,C1704F
2.0,17.0,C1705F
2.0,18.0,C1801F
2.0,18.0,C1802F
2.0,18.0,C1803F
2.0,18.0,C1804F
2.0,18.0,C1805F
3.0,1.0,D0101F
3.0,1.0,D0101R
3.0,1.0,D0102F
3.0,1.0,D0102R
3.0,1.0,D0103F
3.0,1.0,D0103R
3.0,1.0,D0104F
3.0,1.0,D0104R
3.0,1.0,D0105F
3.0,1.0,D0105R
3.0,2.0,D0201F
3.0,2.0,D0201R
3.0,2.0,D0202F
3.0,2.0,D0202R
3.0,2.0,D0203F
3.0,2.0,D0203R
3.0,2.0,D0204F
3.0,2.0,D0204R
3.0,2.0,D0205F
3.0,2.0,D0205R
3.0,3.0,D0301F
3.0,3.0,D0301R
3.0,3.0,D0302F
3.0,3.0,D0302R
3.0,3.0,D0303F
3.0,3.0,D0303R
3.0,3.0,D0304F
3.0,3.0,D0304R
3.0,3.0,D0305F
3.0,3.0,D0305R
3.0,4.0,D0401F
3.0,4.0,D0401R
3.0,4.0,D0402F
3.0,4.0,D0402R
3.0,4.0,D0403F
3.0,4.0,D0403R
3.0,4.0,D0404F
3.0,4.0,D0404R
3.0,4.0,D0405F
3.0,4.0,D0405R
3.0,5.0,D0501F
3.0,5.0,D0501R
3.0,5.0,D0502F
3.0,5.0,D0502R
3.0,5.0,D0503F
3.0,5.0,D0503R
3.0,5.0,D0504F
3.0,5.0,D0504R
3.0,5.0,D0505F
3.0,5.0,D0505R
3.0,6.0,D0601F
3.0,6.0,D0601R
3.0,6.0,D0602F
3.0,6.0,D0602R
3.0,6.0,D0603F
3.0,6.0,D0603R
3.0,6.0,D0604F
3.0,6.0,D0604R
3.0,6.0,D0605F
3.0,6.0,D0605R
3.0,7.0,D0701F
3.0,7.0,D0701R
3.0,7.0,D0702F
3.0,7.0,D0702R
3.0,7.0,D0703F
3.0,7.0,D0703R
3.0,7.0,D0704F
3.0,7.0,D0704R
3.0,7.0,D0705F
3.0,7.0,D0705R
3.0,8.0,D0801F
3.0,8.0,D0801R
3.0,8.0,D0802F
3.0,8.0,D0802R
3.0,8.0,D0803F
3.0,8.0,D0803R
3.0,8.0,D0804F
3.0,8.0,D0804R
3.0,8.0,D0805F
3.0,8.0,D0805R
3.0,9.0,D0901F
3.0,9.0,D0901R
3.0,9.0,D0902F
3.0,9.0,D0902R
3.0,9.0,D0903F
3.0,9.0,D0903R
3.0,9.0,D0904F
3.0,9.0,D0904R
3.0,9.0,D0905F
3.0,9.0,D0905R
3.0,10.0,D1001F
3.0,10.0,D1001R
3.0,10.0,D1002F
3.0,10.0,D1002R
3.0,10.0,D1003F
3.0,10.0,D1003R
3.0,10.0,D1004F
3.0,10.0,D1004R
3.0,10.0,D1005F
3.0,10.0,D1005R
3.0,11.0,D1101F
3.0,11.0,D1101R
3.0,11.0,D1102F
3.0,11.0,D1102R
3.0,11.0,D1103F
3.0,11.0,D1103R
3.0,11.0,D1104F
3.0,11.0,D1104R
3.0,11.0,D1105F
3.0,11.0,D1105R
3.0,12.0,D1201F
3.0,12.0,D1201R
3.0,12.0,D1202F
3.0,12.0,D1202R
3.0,12.0,D1203F
3.0,12.0,D1203R
3.0,12.0,D1204F
3.0,12.0,D1204R
3.0,12.0,D1205F
3.0,12.0,D1205R
3.0,13.0,D1301F
3.0,13.0,D1301R
3.0,13.0,D1302F
3.0,13.0,D1302R
3.0,13.0,D1303F
3.0,13.0,D1303R
3.0,13.0,D1304F
3.0,13.0,D1304R
3.0,13.0,D1305F
3.0,13.0,D1305R
3.0,14.0,D1401F
3.0,14.0,D1401R
3.0,14.0,D1402F
3.0,14.0,D1402R
3.0,14.0,D1403F
3.0,14.0,D1403R
3.0,14.0,D1404F
3.0,14.0,D1404R
3.0,14.0,D1405F
3.0,14.0,D1405R
3.0,15.0,D1501F
3.0,15.0,D1501R
3.0,15.0,D1502F
3.0,15.0,D1502R
3.0,15.0,D1503F
3.0,15.0,D1503R
3.0,15.0,D1504F
3.0,15.0,D1504R
3.0,15.0,D1505F
3.0,15.0,D1505R
3.0,16.0,D1601F
3.0,16.0,D1601R
3.0,16.0,D1602F
3.0,16.0,D1602R
3.0,16.0,D1603F
3.0,16.0,D1603R
3.0,16.0,D1604F
3.0,16.0,D1604R
3.0,16.0,D1605F
3.0,16.0,D1605R
3.0,17.0,D1701F
3.0,17.0,D1701R
3.0,17.0,D1702F
3.0,17.0,D1702R
3.0,17.0,D1703F
3.0,17.0,D1703R
3.0,17.0,D1704F
3.0,17.0,D1704R
3.0,17.0,D1705F
3.0,17.0,D1705R
3.0,18.0,D1801F
3.0,18.0,D1801R
3.0,18.0,D1802F
3.0,18.0,D1802R
3.0,18.0,D1803F
3.0,18.0,D1803R
3.0,18.0,D1804F
3.0,18.0,D1804R
3.0,18.0,D1805F
3.0,18.0,D1805R
3.0,1.0,E0101F
3.0,1.0,E0101R
3.0,1.0,E0102F
3.0,1.0,E0102R
3.0,1.0,E0103F
3.0,1.0,E0103R
3.0,1.0,E0104F
3.0,1.0,E0104R
3.0,1.0,E0105F
3.0,1.0,E0105R
3.0,2.0,E0201F
3.0,2.0,E0201R
3.0,2.0,E0202F
3.0,2.0,E0202R
3.0,2.0,E0203F
3.0,2.0,E0203R
3.0,2.0,E0204F
3.0,2.0,E0204R
3.0,2.0,E0205F
3.0,2.0,E0205R
3.0,3.0,E0301F
3.0,3.0,E0301R
3.0,3.0,E0302F
3.0,3.0,E0302R
3.0,3.0,E0303F
3.0,3.0,E0303R
3.0,3.0,E0304F
3.0,3.0,E0304R
3.0,3.0,E0305F
3.0,3.0,E0305R
3.0,4.0,E0401F
3.0,4.0,E0401R
3.0,4.0,E0402F
3.0,4.0,E0402R
3.0,4.0,E0403F
3.0,4.0,E0403R
3.0,4.0,E0404F
3.0,4.0,E0404R
3.0,4.0,E0405F
3.0,4.0,E0405R
3.0,5.0,E0501F
3.0,5.0,E0501R
3.0,5.0,E0502F
3.0,5.0,E0502R
3.0,5.0,E0503F
3.0,5.0,E0503R
3.0,5.0,E0504F
3.0,5.0,E0504R
3.0,5.0,E0505F
3.0,5.0,E0505R
3.0,6.0,E0601F
3.0,6.0,E0601R
3.0,6.0,E0602F
3.0,6.0,E0602R
3.0,6.0,E0603F
3.0,6.0,E0603R
3.0,6.0,E0604F
3.0,6.0,E0604R
3.0,6.0,E0605F
3.0,6.0,E0605R
3.0,7.0,E0701F
3.0,7.0,E0701R
3.0,7.0,E0702F
3.0,7.0,E0702R
3.0,7.0,E0703F
3.0,7.0,E0703R
3.0,7.0,E0704F
3.0,7.0,E0704R
3.0,7.0,E0705F
3.0,7.0,E0705R
3.0,8.0,E0801F
3.0,8.0,E0801R
3.0,8.0,E0802F
3.0,8.0,E0802R
3.0,8.0,E0803F
3.0,8.0,E0803R
3.0,8.0,E0804F
3.0,8.0,E0804R
3.0,8.0,E0805F
3.0,8.0,E0805R
3.0,9.0,E0901F
3.0,9.0,E0901R
3.0,9.0,E0902F
3.0,9.0,E0902R
3.0,9.0,E0903F
3.0,9.0,E0903R
3.0,9.0,E0904F
3.0,9.0,E0904R
3.0,9.0,E0905F
3.0,9.0,E0905R
3.0,10.0,E1001F
3.0,10.0,E1001R
3.0,10.0,E1002F
3.0,10.0,E1002R
3.0,10.0,E1003F
3.0,10.0,E1003R
3.0,10.0,E1004F
3.0,10.0,E1004R
3.0,10.0,E1005F
3.0,10.0,E1005R
3.0,11.0,E1101F
3.0,11.0,E1101R
3.0,11.0,E1102F
3.0,11.0,E1102R
3.0,11.0,E1103F
3.0,11.0,E1103R
3.0,11.0,E1104F
3.0,11.0,E1104R
3.0,11.0,E1105F
3.0,11.0,E1105R
3.0,12.0,E1201F
3.0,12.0,E1201R
3.0,12.0,E1202F
3.0,12.0,E1202R
3.0,12.0,E1203F
3.0,12.0,E1203R
3.0,12.0,E1204F
3.0,12.0,E1204R
3.0,12.0,E1205F
3.0,12.0,E1205R
3.0,13.0,E1301F
3.0,13.0,E1301R
3.0,13.0,E1302F
3.0,13.0,E1302R
3.0,13.0,E1303F
3.0,13.0,E1303R
3.0,13.0,E1304F
3.0,13.0,E1304R
3.0,13.0,E1305F
3.0,13.0,E1305R
3.0,14.0,E1401F
3.0,14.0,E1401R
3.0,14.0,E1402F
3.0,14.0,E1402R
3.0,14.0,E1403F
3.0,14.0,E1403R
3.0,14.0,E1404F
3.0,14.0,E1404R
3.0,14.0,E1405F
3.0,14.0,E1405R
3.0,15.0,E1501F
3.0,15.0,E1501R
3.0,15.0,E1502F
3.0,15.0,E1502R
3.0,15.0,E1503F
3.0,15.0,E1503R
3.0,15.0,E1504F
3.0,15.0,E1504R
3.0,15.0,E1505F
3.0,15.0,E1505R
3.0,16.0,E1601F
3.0,16.0,E1601R
3.0,16.0,E1602F
3.0,16.0,E1602R
3.0,16.0,E1603F
3.0,16.0,E1603R
3.0,16.0,E1604F
3.0,16.0,E1604R
3.0,16.0,E1605F
3.0,16.0,E1605R
4.0,1.0,F0101R
4.0,1.0,F0102R
4.0,1.0,F0103R
4.0,1.0,F0104R
4.0,1.0,F0105R
4.0,2.0,F0201F
4.0,2.0,F0201R
4.0,2.0,F0202F
4.0,2.0,F0202R
4.0,2.0,F0203F
4.0,2.0,F0203R
4.0,2.0,F0204F
4.0,2.0,F0204R
4.0,2.0,F0205F
4.0,2.0,F0205R
4.0,3.0,F0301F
4.0,3.0,F0301R
4.0,3.0,F0302F
4.0,3.0,F0302R
4.0,3.0,F0303F
4.0,3.0,F0303R
4.0,3.0,F0304F
4.0,3.0,F0304R
4.0,3.0,F0305F
4.0,3.0,F0305R
4.0,4.0,F0401F
4.0,4.0,F0401R
4.0,4.0,F0402F
4.0,4.0,F0402R
4.0,4.0,F0403F
4.0,4.0,F0403R
4.0,4.0,F0404F
4.0,4.0,F0404R
4.0,4.0,F0405F
4.0,4.0,F0405R
4.0,5.0,F0501F
4.0,5.0,F0501R
4.0,5.0,F0502F
4.0,5.0,F0502R
4.0,5.0,F0503F
4.0,5.0,F0503R
4.0,5.0,F0504F
4.0,5.0,F0504R
4.0,5.0,F0505F
4.0,5.0,F0505R
4.0,6.0,F0601F
4.0,6.0,F0601R
4.0,6.0,F0602F
4.0,6.0,F0602R
4.0,6.0,F0603F
4.0,6.0,F0603R
4.0,6.0,F0604F
4.0,6.0,F0604R
4.0,6.0,F0605F
4.0,6.0,F0605R
4.0,7.0,F0701F
4.0,7.0,F0701R
4.0,7.0,F0702F
4.0,7.0,F0702R
4.0,7.0,F0703F
4.0,7.0,F0703R
4.0,7.0,F0704F
4.0,7.0,F0704R
4.0,7.0,F0705F
4.0,7.0,F0705R
4.0,8.0,F0801F
4.0,8.0,F0801R
4.0,8.0,F0802F
4.0,8.0,F0802R
4.0,8.0,F0803F
4.0,8.0,F0803R
4.0,8.0,F0804F
4.0,8.0,F0804R
4.0,8.0,F0805F
4.0,8.0,F0805R
4.0,9.0,F0901F
4.0,9.0,F0901R
4.0,9.0,F0902F
4.0,9.0,F0902R
4.0,9.0,F0903F
4.0,9.0,F0903R
4.0,9.0,F0904F
4.0,9.0,F0904R
4.0,9.0,F0905F
4.0,9.0,F0905R
4.0,10.0,F1001F
4.0,10.0,F1001R
4.0,10.0,F1002F
4.0,10.0,F1002R
4.0,10.0,F1003F
4.0,10.0,F1003R
4.0,10.0,F1004F
4.0,10.0,F1004R
4.0,10.0,F1005F
4.0,10.0,F1005R
4.0,11.0,F1101F
4.0,11.0,F1101R
4.0,11.0,F1102F
4.0,11.0,F1102R
4.0,11.0,F1103F
4.0,11.0,F1103R
4.0,11.0,F1104F
4.0,11.0,F1104R
4.0,11.0,F1105F
4.0,11.0,F1105R
4.0,12.0,F1201F
4.0,12.0,F1201R
4.0,12.0,F1202F
4.0,12.0,F1202R
4.0,12.0,F1203F
4.0,12.0,F1203R
4.0,12.0,F1204F
4.0,12.0,F1204R
4.0,12.0,F1205F
4.0,12.0,F1205R
4.0,13.0,F1301F
4.0,13.0,F1301R
4.0,13.0,F1302F
4.0,13.0,F1302R
4.0,13.0,F1303F
4.0,13.0,F1303R
4.0,13.0,F1304F
4.0,13.0,F1304R
4.0,13.0,F1305F
4.0,13.0,F1305R
4.0,14.0,F1401F
4.0,14.0,F1401R
4.0,14.0,F1402F
4.0,14.0,F1402R
4.0,14.0,F1403F
4.0,14.0,F1403R
4.0,14.0,F1404F
4.0,14.0,F1404R
4.0,14.0,F1405F
4.0,14.0,F1405R
4.0,15.0,F1501F
4.0,15.0,F1501R
4.0,15.0,F1502F
4.0,15.0,F1502R
4.0,15.0,F1503F
4.0,15.0,F1503R
4.0,15.0,F1504F
4.0,15.0,F1504R
4.0,15.0,F1505F
4.0,15.0,F1505R
4.0,16.0,F1601F
4.0,16.0,F1601R
4.0,16.0,F1602F
4.0,16.0,F1602R
4.0,16.0,F1603F
4.0,16.0,F1603R
4.0,16.0,F1604F
4.0,16.0,F1604R
4.0,16.0,F1605F
4.0,16.0,F1605R
4.0,17.0,F1701F
4.0,17.0,F1701R
4.0,17.0,F1702F
4.0,17.0,F1702R
4.0,17.0,F1703F
4.0,17.0,F1703R
4.0,17.0,F1704F
4.0,17.0,F1704R
4.0,17.0,F1705F
4.0,17.0,F1705R
4.0,1.0,G0101F
4.0,1.0,G0101R
4.0,1.0,G0102F
4.0,1.0,G0102R
4.0,1.0,G0103F
4.0,1.0,G0103R
4.0,1.0,G0104F
4.0,1.0,G0104R
4.0,1.0,G0105F
4.0,1.0,G0105R
4.0,2.0,G0201F
4.0,2.0,G0201R
4.0,2.0,G0202F
4.0,2.0,G0202R
4.0,2.0,G0203F
4.0,2.0,G0203R
4.0,2.0,G0204F
4.0,2.0,G0204R
4.0,2.0,G0205F
4.0,2.0,G0205R
4.0,3.0,G0301F
4.0,3.0,G0301R
4.0,3.0,G0302F
4.0,3.0,G0302R
4.0,3.0,G0303F
4.0,3.0,G0303R
4.0,3.0,G0304F
4.0,3.0,G0304R
4.0,3.0,G0305F
4.0,3.0,G0305R
4.0,4.0,G0401F
4.0,4.0,G0401R
4.0,4.0,G0402F
4.0,4.0,G0402R
4.0,4.0,G0403F
4.0,4.0,G0403R
4.0,4.0,G0404F
4.0,4.0,G0404R
4.0,4.0,G0405F
4.0,4.0,G0405R
4.0,5.0,G0501F
4.0,5.0,G0501R
4.0,5.0,G0502F
4.0,5.0,G0502R
4.0,5.0,G0503F
4.0,5.0,G0503R
4.0,5.0,G0504F
4.0,5.0,G0504R
4.0,5.0,G0505F
4.0,5.0,G0505R
4.0,6.0,G0601F
4.0,6.0,G0601R
4.0,6.0,G0602F
4.0,6.0,G0602R
4.0,6.0,G0603F
4.0,6.0,G0603R
4.0,6.0,G0604F
4.0,6.0,G0604R
4.0,6.0,G0605F
4.0,6.0,G0605R
4.0,7.0,G0701F
4.0,7.0,G0701R
4.0,7.0,G0702F
4.0,7.0,G0702R
4.0,7.0,G0703F
4.0,7.0,G0703R
4.0,7.0,G0704F
4.0,7.0,G0704R
4.0,7.0,G0705F
4.0,7.0,G0705R
4.0,8.0,G0801F
4.0,8.0,G0801R
4.0,8.0,G0802F
4.0,8.0,G0802R
4.0,8.0,G0803F
4.0,8.0,G0803R
4.0,8.0,G0804F
4.0,8.0,G0804R
4.0,8.0,G0805F
4.0,8.0,G0805R
4.0,9.0,G0901F
4.0,9.0,G0901R
4.0,9.0,G0902F
4.0,9.0,G0902R
4.0,9.0,G0903F
4.0,9.0,G0903R
4.0,9.0,G0904F
4.0,9.0,G0904R
4.0,9.0,G0905F
4.0,9.0,G0905R
4.0,10.0,G1001F
4.0,10.0,G1001R
4.0,10.0,G1002F
4.0,10.0,G1002R
4.0,10.0,G1003F
4.0,10.0,G1003R
4.0,10.0,G1004F
4.0,10.0,G1004R
4.0,10.0,G1005F
4.0,10.0,G1005R
4.0,11.0,G1101F
4.0,11.0,G1101R
4.0,11.0,G1102F
4.0,11.0,G1102R
4.0,11.0,G1103F
4.0,11.0,G1103R
4.0,11.0,G1104F
4.0,11.0,G1104R
4.0,11.0,G1105F
4.0,11.0,G1105R
4.0,12.0,G1201F
4.0,12.0,G1201R
4.0,12.0,G1202F
4.0,12.0,G1202R
4.0,12.0,G1203F
4.0,12.0,G1203R
4.0,12.0,G1204F
4.0,12.0,G1204R
4.0,12.0,G1205F
